#Puck,v_x (m/s), v_y (m/s)
0,0.270822,-0.020365
1,-0.238926,-0.546749
2,-0.249633,0.442989
3,0.0384297,0.617328
4,0.140329,0.0676031
5,-0.809741,0.0781185
6,-0.584621,0.394438
7,-0.314755,-0.188598
8,0.140206,0.0743027
9,-0.548381,0.110894
10,-0.19879,-0.400873
11,-0.118112,0.0224039
12,-0.0748505,0.181659
13,-0.242355,0.374458
14,0.0527389,-0.108013
15,-0.147085,-0.0290006
16,0.163863,-0.131486
17,0.0224131,0.0951663
18,-0.0541468,0.342782
19,-0.228406,0.00632286
20,-0.688725,-0.232938
0,0.226079,-0.0335961
1,-0.232469,-0.546763
2,-0.179906,0.351676
3,0.0283922,0.635411
4,0.126968,0.0676803
5,-0.0492815,0.0599348
6,-0.494541,0.317758
7,-0.31511,-0.189574
8,0.137458,0.0735216
9,-0.80759,-0.121618
10,-0.179487,-0.433018
11,-0.155959,0.0348235
12,-0.0865937,0.181918
13,-0.195964,0.348489
14,0.0510644,-0.107657
15,-0.148179,-0.0240227
16,0.175864,-0.135015
17,0.021222,0.0990593
18,-0.0563524,0.33408
19,-0.135348,0.109192
20,-0.116264,-0.119954
0,0.243689,-0.0216227
1,-0.141901,-0.529749
2,-0.234453,0.0755544
3,0.0371596,0.641242
4,0.129438,0.0663256
5,-0.0543802,0.0629271
6,-0.193248,0.141456
7,-0.316349,-0.190657
8,0.139976,0.0739774
9,-0.0196077,0.176737
10,-0.233971,-0.00390951
11,-0.193284,0.0408706
12,-0.109529,0.198016
13,-0.14128,0.334667
14,0.048811,-0.10703
15,-0.145748,-0.0221668
16,0.168614,-0.134214
17,0.010861,0.0967875
18,-0.0584533,0.344622
19,-0.190311,0.0446552
20,-0.144066,0.263944
0,0.206456,-0.0316524
1,0.27534,-0.481969
2,-0.215232,0.0767602
3,0.0196928,0.646791
4,0.111576,0.0644711
5,-0.0465888,0.0433299
6,0.0507965,0.267231
7,-0.314887,-0.18897
8,0.136585,0.0748155
9,0.0978057,0.0239147
10,-0.271291,0.0413596
11,-0.190546,-0.0053248
12,-0.0796239,0.165161
13,-0.147677,0.452942
14,0.0490536,-0.108212
15,-0.143731,-0.018101
16,0.167047,-0.132901
17,0.014322,0.0932621
18,-0.0575343,0.337346
19,-0.0860552,-0.267328
20,-0.134648,0.405769
0,0.226292,-0.0250024
1,0.302179,-0.485224
2,-0.183917,0.0862059
3,0.00222954,0.655796
4,-0.631655,0.357017
5,-0.050456,0.0378507
6,0.0558337,0.292443
7,-0.31697,-0.18713
8,0.134374,0.0747751
9,-0.342267,0.634162
10,-0.0939459,0.0707296
11,0.358791,0.200355
12,-0.142788,0.164782
13,-0.102831,0.378687
14,0.0483478,-0.108511
15,-0.14568,-0.0219614
16,0.165173,-0.135166
17,0.0131934,0.0989931
18,-0.056755,0.343454
19,-0.251705,-0.187802
20,0.0121664,0.231995
0,0.199729,-0.0413568
1,0.318206,-0.465759
2,-0.17911,0.081585
3,-0.00791276,0.649302
4,-0.0592565,-0.211566
5,-0.0682795,0.024025
6,0.0401961,0.29958
7,-0.314663,-0.188154
8,0.134793,0.0744259
9,0.0293519,0.626463
10,-0.143717,0.0911281
11,0.427397,0.222348
12,-0.115721,0.150467
13,-0.0695009,0.330906
14,0.0475464,-0.106582
15,-0.144728,-0.0217789
16,0.156447,-0.152842
17,0.0123608,0.0941407
18,-0.0703914,0.338579
19,-0.791318,0.225118
20,0.0131218,0.237635
0,0.219127,-0.0206269
1,-0.343849,-0.0535108
2,-0.150381,0.118679
3,-0.0107011,0.626277
4,-0.327057,-0.392743
5,-0.0365604,0.0246003
6,0.0633797,0.284966
7,-0.317825,-0.190622
8,0.133087,0.0718931
9,-0.148569,0.0024207
10,-0.179195,0.03055
11,0.449301,0.208658
12,-0.121658,0.192956
13,-0.0145922,0.316171
14,0.0479894,-0.109748
15,-0.148346,-0.0220165
16,0.172745,-0.140742
17,0.0135298,0.099199
18,-0.0545254,0.34295
19,-0.119517,-0.240882
20,-0.135259,0.282268
0,-0.0701249,-0.00923477
1,-0.316117,0.128916
2,-0.178578,0.275605
3,-0.0170221,0.606698
4,-0.757586,0.379013
5,-0.0412621,0.0238044
6,0.0291205,0.105538
7,-0.314536,-0.19289
8,0.133087,0.0717534
9,-0.225821,-0.000748082
10,-0.153508,0.0549077
11,0.451501,0.210595
12,-0.166365,0.195034
13,0.00997688,0.352823
14,0.0450779,-0.108453
15,-0.146265,-0.0210814
16,0.17326,-0.132365
17,0.0693639,0.887247
18,-0.0381632,0.340123
19,-0.118406,-0.241537
20,-0.058616,-0.527493
0,-0.443578,0.00115107
1,-0.242097,0.100675
2,-0.174188,0.358745
3,-0.00906521,0.605682
4,-0.81801,0.352437
5,-0.0279621,0.0273555
6,0.0141065,0.014265
7,-0.319354,-0.188905
8,0.133364,0.0702002
9,-0.0370479,0.00922696
10,-0.108619,0.0672465
11,0.445546,0.218559
12,-0.150716,0.198756
13,-0.0395886,0.393817
14,0.0447416,-0.108472
15,-0.145541,-0.0318794
16,0.169992,-0.142977
17,0.0129839,0.0952031
18,-0.058457,0.338941
19,-0.112308,-0.242248
20,-0.0579093,-0.54957
0,-0.440201,-0.01039
1,0.53011,0.154923
2,-0.174292,0.364796
3,0.00455282,0.591863
4,-0.808916,0.423308
5,-0.033853,0.0167225
6,0.0127969,0.0051171
7,-0.317349,-0.189602
8,0.128924,0.0723581
9,0.49284,0.121287
10,-0.0648681,0.0530973
11,0.447209,0.196768
12,-0.130975,0.1981
13,0.0410195,0.438515
14,0.0447011,-0.106984
15,-0.145343,-0.0218865
16,0.170872,-0.138972
17,0.00919387,0.0987578
18,-0.0440394,0.346912
19,-0.115475,-0.242209
20,-0.0469408,-0.532132
0,-0.442159,-0.0133625
1,0.325936,0.294599
2,-0.192679,0.347744
3,0.0165993,0.602581
4,0.270526,0.117427
5,-0.0370585,0.0415489
6,0.0174104,0.0137559
7,-0.316639,-0.191017
8,0.129764,0.0714483
9,0.523814,0.111253
10,0.0386374,-0.0598135
11,0.267573,0.168311
12,-0.13655,0.235434
13,-0.0921722,0.445974
14,0.0442949,-0.108682
15,-0.147569,-0.0207823
16,0.16837,-0.121961
17,0.0106257,0.0978021
18,-0.0380878,0.34806
19,-0.120621,-0.23946
20,-0.0453559,-0.519147
0,-0.430132,-0.0229332
1,0.110806,0.530306
2,0.104041,0.405308
3,0.00259899,0.624207
4,0.182277,0.647453
5,-0.0595286,0.0245599
6,0.0168874,0.00770874
7,-0.315463,-0.190997
8,0.131289,0.0708123
9,0.228327,0.0738248
10,0.203141,-0.229441
11,0.118262,0.450963
12,-0.135706,0.247077
13,-0.0318165,0.456212
14,0.0428337,-0.108052
15,-0.143852,-0.0269162
16,0.168328,-0.135579
17,0.0120539,0.0990188
18,-0.0424752,0.339184
19,-0.118831,-0.24084
20,-0.0146257,-0.508063
0,-0.425936,-0.0844188
1,0.170542,0.523825
2,0.200373,0.396244
3,-0.0917898,0.159003
4,0.182413,0.650085
5,0.0469601,0.525411
6,0.013527,0.00428631
7,-0.316459,-0.189175
8,0.128841,0.0716854
9,-0.0626503,0.0374078
10,0.194956,-0.230463
11,0.167739,0.546728
12,-0.106665,0.235899
13,0.0362792,0.535611
14,0.0416702,-0.108013
15,-0.149681,-0.0162836
16,0.172675,-0.0501895
17,0.0202148,-0.337615
18,-0.0516985,0.335878
19,-0.119035,-0.24032
20,0.196851,-0.345479
0,-0.424786,-0.0211503
1,0.21258,-0.0750324
2,0.135778,-0.0335332
3,-0.108505,0.0634215
4,0.183376,0.647839
5,-0.0296825,0.155744
6,0.00997136,0.00526047
7,-0.320292,-0.19474
8,0.126448,0.0704796
9,-0.0688417,0.0256112
10,0.199715,-0.226388
11,0.198518,0.764661
12,-0.122994,0.208586
13,-0.00975815,0.557672
14,0.0434751,-0.108533
15,-0.151652,-0.0154813
16,0.208851,0.434704
17,0.00179944,-0.553496
18,-0.0509357,0.333904
19,-0.117346,-0.238862
20,0.157043,-0.393243
0,-0.409484,-0.0797162
1,0.35116,0.401446
2,0.254989,0.0207607
3,-0.109045,0.0662429
4,0.182512,0.651241
5,-0.128332,-0.188649
6,0.0207363,0.00340772
7,-0.314023,-0.19074
8,0.129231,0.0704079
9,-0.072144,0.03055
10,0.196188,-0.218853
11,0.168,0.410916
12,-0.0868529,0.21258
13,-0.0464059,0.585915
14,0.0384499,-0.107165
15,-0.150284,-0.0177412
16,0.204175,0.440038
17,0.00244827,-0.558352
18,-0.050252,0.33043
19,-0.11982,-0.237096
20,0.189053,-0.366624
0,-0.370633,-0.0691457
1,0.358544,0.416325
2,0.257592,0.00133625
3,-0.11142,0.0654085
4,0.178634,0.648659
5,-0.0851876,-0.376228
6,0.0140445,0.0029427
7,-0.320518,-0.189574
8,0.127698,0.0661345
9,-0.0740229,0.0240397
10,0.187644,-0.220975
11,-0.24346,0.194998
12,-0.0639601,0.180549
13,-0.0792829,0.5732
14,0.0421848,-0.108049
15,-0.150245,-0.0177449
16,0.195155,0.44128
17,0.0621165,0.207077
18,-0.0523529,0.332332
19,-0.118616,-0.239065
20,0.182258,-0.35948
0,-0.396544,-0.0176024
1,0.355218,0.416604
2,0.250612,0.00636881
3,-0.109617,0.0641715
4,0.181506,0.648732
5,-0.105921,-0.416327
6,0.0142388,0.00453812
7,-0.317973,-0.193852
8,0.127167,0.0728617
9,-0.0711647,0.0340681
10,0.160397,-0.221019
11,-0.325026,0.249209
12,-0.093025,0.201611
13,-0.114097,0.543556
14,0.038915,-0.107719
15,-0.152868,-0.0161752
16,0.216299,0.445897
17,0.803389,1.82486
18,-0.0490223,0.329689
19,-0.119131,-0.238267
20,0.178685,-0.311043
0,-0.355216,-0.0175841
1,0.34691,0.437948
2,0.25321,-0.000711321
3,-0.113249,0.0666767
4,0.179519,0.647203
5,0.0933816,-0.324541
6,0.0141419,0.00460796
7,-0.318286,-0.191513
8,0.13017,0.0718416
9,-0.0750276,0.0313772
10,0.175383,-0.220964
11,0.199217,0.0997191
12,-0.118294,0.194663
13,-0.134447,0.559736
14,0.04106,-0.106161
15,-0.154787,-0.0126944
16,0.195169,0.447783
17,0.000444805,-0.558587
18,-0.0511324,0.329535
19,-0.121978,-0.231332
20,0.225172,-0.375477
0,-0.346336,-0.00208526
1,0.344917,0.41373
2,0.259369,-0.0184484
3,-0.112714,0.0609622
4,0.176711,0.645218
5,0.133519,-0.209059
6,0.0126838,0.0073154
7,-0.316509,-0.186277
8,0.123772,0.069408
9,-0.0709738,0.0375824
10,0.170262,-0.225015
11,0.214927,0.220737
12,-0.113449,0.162007
13,-0.186164,0.559461
14,0.0352003,-0.107146
15,-0.146391,-0.024184
16,0.191994,0.449287
17,0.012824,-0.56773
18,-0.0441534,0.340287
19,-0.120028,-0.234602
20,0.222952,-0.338486
0,-0.37156,-0.00886119
1,0.322832,0.363279
2,0.244456,-0.0254421
3,-0.114681,0.0605285
4,0.17783,0.646354
5,0.150659,-0.108919
6,0.00500268,0.00286734
7,-0.318525,-0.198031
8,0.12186,0.0675571
9,-0.0664028,0.0306806
10,0.154467,-0.224743
11,0.24957,0.229661
12,-0.120097,0.158601
13,-0.199017,0.511436
14,0.041911,-0.104515
15,-0.15373,-0.00673504
16,0.195057,0.445008
17,0.00384518,-0.55926
18,-0.0571318,0.327906
19,-0.124251,-0.235455
20,0.275451,-0.421055
0,-0.32861,0.0196174
1,0.347706,0.408743
2,0.10175,-0.183975
3,-0.113677,0.0678549
4,0.178305,0.645486
5,0.0541854,0.578583
6,0.00530412,0.00440946
7,-0.316043,-0.190441
8,0.127029,0.0683512
9,-0.0701104,0.0298369
10,0.15455,-0.227207
11,-0.187567,-0.189331
12,-0.137199,0.181887
13,-0.233685,0.487716
14,0.0321547,-0.107618
15,-0.154652,-0.00995069
16,0.192116,0.441038
17,-0.0276184,0.112532
18,-0.0568083,0.330286
19,-0.119724,-0.23644
20,0.277546,-0.417686
0,-0.348667,0.0326647
1,0.338775,0.40104
2,-0.0723948,-0.383698
3,-0.116813,0.0575178
4,0.158562,0.577122
5,0.0452176,0.58861
6,0.00386402,0.0105687
7,-0.315368,-0.192469
8,0.124549,0.0681214
9,0.0374358,0.00095578
10,0.145628,-0.224809
11,0.0977947,-0.510898
12,-0.163076,0.168903
13,-0.116647,0.477313
14,0.0396208,-0.106017
15,-0.155242,-0.00871047
16,0.166284,0.448985
17,0.0654195,0.489271
18,-0.0600396,0.328726
19,-0.126104,-0.237579
20,0.277884,-0.403084
0,-0.32696,0.00553617
1,0.35584,0.391973
2,-0.0739889,-0.386372
3,-0.11655,0.0632175
4,0.0881671,-0.712406
5,0.0433924,0.584726
6,0.00528344,0.00922144
7,-0.320613,-0.189736
8,0.121292,0.0665719
9,0.138728,0.0211577
10,0.149623,-0.226139
11,-0.182333,-0.310612
12,-0.157253,0.212286
13,-0.188722,0.446826
14,-0.0577696,-0.119213
15,-0.155466,-0.00822293
16,0.191882,0.414419
17,0.0092435,0.49592
18,-0.0662007,0.330525
19,-0.124887,-0.236331
20,0.268676,-0.393653
0,-0.00482485,0.0479765
1,0.372217,0.392418
2,-0.0754961,-0.38726
3,-0.115898,0.0642817
4,0.0893158,-0.340339
5,0.0480978,0.584054
6,0.000494433,0.0087509
7,-0.319228,-0.189289
8,0.124623,0.0682832
9,0.161769,-0.0304416
10,0.154762,-0.252177
11,-0.140332,0.362246
12,-0.178005,0.180418
13,-0.232791,0.403106
14,-0.397851,-0.168064
15,-0.154637,-0.00680442
16,0.193197,0.415467
17,-0.0652541,0.494146
18,-0.0667282,0.330904
19,-0.126731,-0.233181
20,0.257065,-0.378584
0,-0.00558029,0.0734986
1,0.372051,0.387433
2,-0.0793086,-0.386102
3,-0.117465,0.0588136
4,0.233571,-0.402475
5,0.0367185,0.572645
6,0.000779788,0.00973977
7,-0.318713,-0.193168
8,0.00457304,-0.114058
9,0.147174,-0.0313827
10,0.154447,-0.233076
11,-0.177318,0.376533
12,-0.136428,0.197516
13,-0.223042,0.364461
14,-0.396382,-0.165487
15,-0.16621,-0.00777031
16,0.154992,0.383103
17,-0.116785,0.246404
18,-0.0658845,0.334795
19,0.00218175,-0.0452562
20,0.234741,-0.359744
0,-0.0122983,0.0766582
1,0.39459,0.392043
2,-0.0811968,-0.381891
3,-0.11687,0.0646806
4,0.0568873,-1.07
5,0.047528,0.577813
6,-0.00199887,0.0164155
7,-0.317296,-0.192535
8,-0.0885034,-0.247021
9,0.111881,-0.0129986
10,0.158175,-0.234247
11,-0.17145,0.394403
12,-0.144733,0.239954
13,-0.163848,0.365989
14,-0.39925,-0.167827
15,-0.15963,-0.00673458
16,0.123138,0.0974345
17,-0.176012,0.230472
18,-0.0616092,0.328816
19,0.088088,0.076501
20,0.298417,-0.388033
0,-0.00367056,0.0789144
1,0.385131,0.38315
2,-0.0830909,-0.384766
3,-0.116664,0.063813
4,0.0374556,-1.05273
5,0.0350312,0.567072
6,-0.00240921,0.0134839
7,-0.320434,-0.190456
8,-0.0887185,-0.249091
9,0.147636,-0.0965265
10,-0.14241,-0.0268979
11,-0.223114,0.458034
12,-0.0869264,0.22874
13,0.109423,0.162411
14,-0.397709,-0.166322
15,-0.15693,-0.00531791
16,0.120352,-0.01691
17,-0.170758,0.197029
18,-0.0681269,0.337378
19,0.0849064,0.0784255
20,0.306265,-0.397011
0,-0.00366689,0.0760709
1,0.379806,0.389727
2,-0.0848793,-0.380345
3,-0.120936,0.0566447
4,0.0313569,-1.04849
5,0.0362278,0.573351
6,0.00542865,0.017057
7,-0.320465,-0.189825
8,-0.088792,-0.249359
9,0.0991629,-0.0501215
10,-0.244849,0.0441148
11,-0.241045,0.397757
12,-0.148484,0.234058
13,0.241868,0.0636752
14,-0.401119,-0.166687
15,-0.208946,-0.137864
16,0.0160222,-0.0392274
17,-0.372837,0.420755
18,-0.0710108,0.331709
19,0.0864981,0.0804197
20,0.391699,-0.232523
0,-0.00747531,0.0709658
1,0.376036,0.389506
2,-0.0719487,-0.365016
3,-0.119517,0.0638388
4,0.0323403,-1.04434
5,0.0418779,0.583228
6,-0.0105664,-0.00739259
7,-0.323349,-0.18165
8,-0.0883876,-0.247523
9,0.165353,-0.0883766
10,-0.241913,0.0457157
11,-0.167212,0.350542
12,-0.13712,0.182096
13,0.348069,0.0580563
14,-0.399338,-0.165118
15,-0.209042,-0.154381
16,0.0184677,-0.0860239
17,-0.44677,0.371499
18,-0.0731337,0.346923
19,0.0846252,0.0773667
20,0.348491,-0.234429
0,-0.0214407,0.072303
1,0.367309,0.395307
2,0.108208,-0.181799
3,-0.119513,0.0642597
4,0.0406004,-1.04778
5,0.038325,0.57856
6,-0.172605,-0.22109
7,-0.321892,-0.18517
8,-0.0867867,-0.24763
9,0.156568,-0.0804767
10,-0.243141,0.0429458
11,-0.182865,0.35755
12,-0.0719262,0.225219
13,0.41733,0.0299582
14,-0.400551,-0.166472
15,-0.208836,-0.156367
16,0.0739848,-0.0860938
17,-0.311099,0.142367
18,-0.0717497,0.340129
19,0.0846215,0.0782545
20,0.203377,-0.222345
0,-0.00744957,0.067649
1,0.375246,0.391627
2,-0.0216259,-0.164253
3,-0.126413,0.033399
4,0.0194685,-1.08733
5,0.036441,0.574159
6,-0.174654,-0.21724
7,-0.319172,-0.185421
8,-0.0880347,-0.250876
9,0.168038,-0.0758449
10,-0.106652,0.0344504
11,-0.177718,0.347518
12,-0.121619,0.198041
13,0.426831,0.111736
14,-0.399419,-0.162885
15,-0.211993,-0.153356
16,0.109797,-0.121744
17,-0.203822,-0.0435946
18,-0.062304,0.332731
19,0.0848586,0.0798977
20,0.291783,-0.223412
0,-0.0285025,0.0613225
1,0.361304,0.390094
2,-0.205922,-0.148958
3,-0.148874,-0.469126
4,0.0212459,-1.08458
5,-0.0168236,-0.0707425
6,-0.172796,-0.219973
7,-0.319784,-0.185735
8,-0.0870606,-0.250177
9,0.144708,-0.108658
10,0.0584717,0.0245948
11,-0.205599,0.351154
12,-0.0925407,0.189673
13,0.339575,0.118458
14,-0.399665,-0.162905
15,-0.198573,-0.168964
16,0.125127,-0.076422
17,0.014254,-0.00198324
18,-0.0735105,0.334194
19,0.0840057,0.0762952
20,0.197714,-0.109923
0,-0.0379647,0.0686618
1,0.101296,-0.223314
2,-0.204517,-0.152938
3,0.000781167,0.456854
4,-0.0726485,-0.191575
5,-0.200137,-0.26871
6,-0.170468,-0.219394
7,-0.209297,-0.293836
8,-0.0917218,-0.24847
9,0.150742,-0.105303
10,0.0579488,0.0194354
11,-0.161605,0.314533
12,0.0313239,0.309713
13,0.141429,-0.0197387
14,-0.400461,-0.163205
15,-0.201352,-0.158521
16,0.144993,-0.141132
17,0.0111551,-0.00296108
18,-0.0706873,0.335389
19,0.0817027,0.0769642
20,0.209642,-0.120933
0,-0.0611589,0.0546091
1,0.00738432,-0.623246
2,-0.207631,-0.152098
3,-0.144554,-0.475341
4,0.140757,-0.342855
5,-0.288131,-0.320102
6,-0.175332,-0.223985
7,-0.141143,-0.230488
8,-0.0880145,-0.247042
9,0.202222,-0.0873418
10,0.0638535,0.0270467
11,-0.215138,0.333244
12,-0.0374684,0.207654
13,0.189018,0.00825096
14,-0.400818,-0.163273
15,-0.196097,-0.161039
16,0.135221,-0.294612
17,0.0142761,-0.00263575
18,-0.0699043,0.336369
19,0.0807304,0.0763908
20,0.149326,-0.0704084
0,-0.0516158,0.0600837
1,-0.0413403,0.199016
2,-0.203455,-0.150265
3,-0.142836,-0.47955
4,0.0888839,-0.33404
5,-0.0758504,-0.955233
6,-0.175007,-0.22271
7,-0.0536083,0.186904
8,-0.0898029,-0.251355
9,0.236939,-0.0754
10,0.0648221,0.0250506
11,-0.169714,0.305853
12,-0.05983,0.259978
13,0.171921,0.0357352
14,-0.401534,-0.159632
15,-0.199771,-0.141503
16,0.165643,-0.381176
17,0.0111367,-0.00526414
18,-0.0672208,0.331262
19,0.0809932,0.0752677
20,0.047608,0.180547
0,-0.0500406,0.071917
1,-0.0521507,-0.700061
2,-0.207249,-0.151107
3,-0.149493,-0.479039
4,-0.0146749,-0.358533
5,-0.0801826,-0.995907
6,-0.171885,-0.222224
7,-0.0196854,0.281985
8,-0.0888196,-0.247961
9,0.221741,-0.0247547
10,0.058173,0.0130243
11,-0.100975,0.338475
12,0.0796698,0.291645
13,0.153012,0.0662356
14,-0.401702,-0.161513
15,-0.122429,0.499379
16,0.184353,-0.328561
17,0.0115484,-0.00396281
18,-0.0648074,0.330656
19,0.0805282,0.0748247
20,0.0140647,0.280494
0,-0.134054,0.045486
1,-0.0296191,-0.74631
2,-0.203163,-0.155046
3,-0.151453,-0.47884
4,-0.059898,-0.414101
5,-0.0845663,-0.997517
6,-0.172395,-0.220386
7,-0.0174954,0.239698
8,-0.0905896,-0.248625
9,0.209108,-0.039856
10,0.0586224,0.0229847
11,-0.157154,0.356591
12,0.0179723,0.316472
13,0.0968114,0.0433373
14,-0.390309,-0.125716
15,-0.1042,0.649619
16,0.0873078,-0.317411
17,0.0104584,-0.00653055
18,-0.0693382,0.333045
19,0.0798095,0.0746097
20,0.0201486,0.314743
0,-0.0998276,0.0420599
1,0.0467983,-0.733477
2,-0.204054,-0.151824
3,-0.141452,-0.482362
4,-0.0015219,-1.04967
5,-0.0691783,-1.00578
6,-0.173021,-0.222026
7,-0.0102057,0.241474
8,-0.0911318,-0.251129
9,0.186522,-0.0164137
10,0.0589735,0.00528436
11,-0.129155,0.363601
12,0.0399332,0.357772
13,0.0736089,0.0665168
14,-0.204241,0.540364
15,-0.102488,0.649463
16,0.155887,-0.259641
17,0.0100945,-0.00586702
18,-0.0693805,0.321841
19,0.0779751,0.0755434
20,0.00732183,0.317573
0,-0.0867904,0.0340598
1,0.0806421,-0.666004
2,-0.205785,-0.151945
3,-0.142367,-0.483904
4,-0.00235453,-1.05769
5,-0.0591959,-0.171427
6,-0.177385,-0.217743
7,-0.01658,0.233384
8,-0.0887626,-0.247935
9,0.228886,-0.0926997
10,0.0558985,0.0147705
11,-0.181177,0.365509
12,-0.0258869,0.378717
13,0.0588816,0.0594753
14,-0.166205,0.653889
15,-0.101161,0.642313
16,0.234821,-0.188252
17,0.00870863,-0.0078521
18,-0.0692022,0.324517
19,0.0778979,0.0733176
20,0.00459877,0.308229
0,-0.0481456,0.0417364
1,0.0904812,-0.669092
2,-0.196761,-0.150491
3,-0.136057,-0.481881
4,0.0137173,-0.701982
5,0.124259,-0.00846785
6,-0.171434,-0.217824
7,-0.00551871,0.232222
8,0.150302,-1.00095
9,0.252615,-0.079793
10,0.0544868,0.0167501
11,-0.155588,0.412835
12,-0.00123884,0.42051
13,0.0260965,0.00612986
14,-0.208652,0.670058
15,-0.101306,0.641869
16,0.221577,-0.11912
17,0.0102177,-0.00712056
18,-0.0702425,0.32271
19,0.0769072,0.0742513
20,0.0208847,0.30492
0,-0.0438005,0.0342877
1,0.152124,-0.779351
2,-0.201929,-0.155039
3,-0.137673,-0.481144
4,0.0658294,-0.715325
5,0.00973242,-0.00354006
6,-0.178622,-0.220465
7,-0.0169669,0.228675
8,-0.142994,-0.593375
9,0.247004,-0.0681085
10,0.0474986,0.0125189
11,-0.219247,0.421087
12,0.0100412,0.308432
13,0.0352894,0.00106974
14,-0.0964033,-0.303539
15,-0.0952348,0.632004
16,0.121968,-0.119436
17,0.00790724,-0.00595525
18,-0.0691967,0.324285
19,0.0767639,0.0722478
20,0.0256011,0.291774
0,-0.0323954,0.0103408
1,0.200265,-0.739213
2,-0.20015,-0.155224
3,-0.144437,-0.484656
4,-0.230349,-1.06557
5,-0.32239,-0.299036
6,-0.172858,-0.213935
7,-0.014311,0.25403
8,0.235752,-0.163903
9,0.221456,-0.0248466
10,0.0379794,0.0182867
11,-0.200458,0.431542
12,0.0592271,0.367564
13,0.0611405,-0.0143661
14,-0.256418,0.650176
15,-0.107385,0.635039
16,0.121201,-0.261913
17,-0.26644,-0.152191
18,-0.0709593,0.320447
19,0.0752493,0.0740656
20,-0.00100265,0.291475
0,-0.0442673,0.0818093
1,0.0939946,-0.587867
2,-0.197939,-0.154142
3,-0.133341,-0.483772
4,0.131302,-0.356407
5,-0.356252,-0.370424
6,-0.176832,-0.216326
7,0.0123443,0.231123
8,-0.0430524,-0.0791487
9,0.204602,-0.0407714
10,0.0358362,0.0220914
11,-0.231805,0.399737
12,0.162551,0.348183
13,0.121811,-0.0310647
14,-0.0997835,-0.244627
15,-0.103874,0.641085
16,0.0308285,-0.104581
17,-0.311116,-0.182471
18,-0.0755379,0.316929
19,0.0760158,0.0725713
20,-0.019259,0.291873
0,-0.0331417,-0.0314746
1,-0.265803,-0.335416
2,-0.198017,-0.158492
3,-0.129736,-0.481116
4,0.13244,-0.356286
5,-0.368924,-0.382229
6,-0.172658,-0.215957
7,0.0234681,0.227403
8,0.125878,-0.22734
9,0.170024,-0.0301751
10,0.0372414,0.0101699
11,-0.113281,0.0865349
12,0.39409,-0.00748266
13,0.158384,-0.0287102
14,-0.492392,-0.143047
15,-0.100561,0.641008
16,0.0151004,-0.124101
17,-0.327281,-0.175134
18,-0.0796257,0.319087
19,0.0742678,0.073426
20,-0.0192645,0.287699
0,-0.0236703,0.00586794
1,-0.307484,-0.333216
2,-0.200629,-0.158893
3,-0.134366,-0.473598
4,0.129736,-0.358519
5,-0.262198,-0.277474
6,-0.174273,-0.213724
7,0.023333,0.223109
8,-0.0440578,0.0260652
9,0.162587,-0.0261571
10,0.0348777,0.0138147
11,-0.0710696,-0.0313386
12,0.394699,-0.00999158
13,0.116009,-0.0107838
14,-0.204045,-0.0123948
15,-0.101854,0.642833
16,-0.101631,-0.122097
17,-0.326355,-0.191649
18,-0.0837962,0.321344
19,0.0741575,0.0740105
20,-0.0299931,0.310328
0,-0.0183326,0.0169899
1,-0.252106,-0.300047
2,-0.195977,-0.159286
3,-0.134458,-0.473038
4,0.1316,-0.358766
5,0.237728,-0.819867
6,-0.175118,-0.21149
7,0.0198471,0.223436
8,0.374377,-0.0995335
9,0.204803,0.0309232
10,0.0295777,0.0128075
11,-0.0599472,-0.025398
12,0.402856,0.00102011
13,0.129901,0.0226612
14,-0.186228,-0.0251687
15,-0.104549,0.64176
16,0.00366597,-0.19098
17,-0.34486,-0.188405
18,-0.0797213,0.319418
19,0.0745803,0.0723967
20,-0.0310555,0.307452
0,-0.0243283,0.0386236
1,-0.21803,-0.298283
2,-0.198697,-0.158406
3,-0.133815,-0.46697
4,0.25893,-0.207343
5,0.236828,-0.822622
6,-0.175198,-0.214328
7,0.0145233,0.218343
8,0.175967,0.0501923
9,0.174153,0.0156638
10,0.0362866,0.0162133
11,-0.0608414,-0.0313533
12,0.393634,-0.0134214
13,0.15298,0.0543582
14,-0.15744,-0.0386985
15,-0.105322,0.619868
16,0.00340313,-0.206827
17,-0.339039,-0.18616
18,-0.0881707,0.315058
19,0.071621,0.0732587
20,-0.0316363,0.309643
0,0.0320922,0.0202616
1,-0.224866,-0.288578
2,-0.19829,-0.16097
3,-0.135285,-0.461415
4,-0.0965265,-0.460192
5,0.236151,-0.821471
6,-0.0747102,-0.200317
7,-0.00669046,0.230656
8,-0.0771057,-0.184496
9,0.128424,-0.0406023
10,0.0324579,0.0206357
11,-0.06071,-0.036985
12,0.389115,-0.0171838
13,0.142097,0.0642726
14,-0.160681,-0.0436668
15,-0.109389,0.607456
16,0.0226345,-0.25526
17,-0.323445,-0.177959
18,-0.0867113,0.314915
19,0.0716504,0.0711082
20,-0.0144369,0.306307
0,0.049548,0.031424
1,-0.261592,-0.292013
2,-0.191742,-0.158634
3,-0.139564,-0.462237
4,0.014322,-0.257591
5,0.230755,-0.823164
6,-0.145956,-0.208963
7,-0.019645,0.230207
8,-0.0711707,-0.223998
9,0.107318,-0.0275577
10,0.0319231,0.0197975
11,-0.0376302,-0.0491859
