#Puck,v_x (m/s), v_y (m/s)
19,0.155134,0.216679
20,-0.0436589,-0.0501215
0,0.61789,0.228291
1,0.340999,0.066912
2,0.274842,0.0418154
3,0.000192994,-0.195419
4,0.392994,0.56213
5,-0.335231,-0.0886946
6,0.161917,0.368691
7,0.263266,-0.0954531
8,-0.016614,0.25401
9,-0.105692,-0.111896
10,0.174128,0.0554408
11,0.137257,-0.160895
12,0.285356,-0.344257
13,-0.284523,0.164082
14,-0.0666418,0.685987
15,0.0534465,0.0952803
16,0.0580287,-0.2654
17,-0.148953,0.219131
18,-0.096225,0.548791
19,0.161055,0.209977
20,-0.0369179,-0.0642634
0,0.625411,0.23629
1,0.307935,0.138075
2,0.246319,0.00827669
3,-0.000590011,-0.192795
4,0.363219,0.595479
5,-0.340136,-0.0897956
6,0.161409,0.356787
7,0.247832,-0.0881965
8,-0.0309223,0.247216
9,-0.109066,-0.10901
10,0.174761,0.0733028
11,0.158623,-0.200469
12,0.252347,-0.355183
13,-0.290054,0.165299
14,-0.0713564,0.685083
15,0.0418025,0.0897652
16,0.0552184,-0.265685
17,-0.141978,0.22053
18,-0.0916722,0.539914
19,0.145008,0.204272
20,-0.0345919,-0.0600929
0,0.607509,0.241738
1,0.236354,0.189022
2,0.248775,0.0432509
3,-0.0133001,-0.193624
4,0.393258,0.614359
5,-0.34731,-0.0823056
6,0.158136,0.365657
7,0.249084,-0.090029
8,-0.0274824,0.264174
9,-0.111573,-0.100412
10,0.1414,0.0653515
11,0.119155,-0.193069
12,0.24141,-0.340975
13,-0.290471,0.171441
14,-0.0739388,0.690814
15,0.037814,0.108013
16,0.0523271,-0.261744
17,-0.153028,0.233538
18,-0.108634,0.543941
19,0.142698,0.220363
20,-0.0417483,-0.0480868
0,0.555753,0.235823
1,0.17019,0.161639
2,0.246492,0.0659764
3,-0.00332869,-0.180783
4,0.35759,0.599813
5,-0.338782,-0.0775818
6,0.171033,0.363609
7,0.26549,-0.0764882
8,-0.0274281,0.265086
9,-0.106591,-0.103546
10,0.129431,0.0710568
11,0.134408,-0.193535
12,0.265967,-0.33781
13,-0.281996,0.172768
14,0.428258,-0.0633682
15,0.0314856,0.112032
16,0.0591132,-0.259814
17,-0.15402,0.237173
18,-0.103007,0.547064
19,0.148074,0.241057
20,-0.0465833,-0.0581262
0,-0.0812266,0.351902
1,0.312002,0.0519044
2,0.255421,0.0724463
3,0.179352,0.0232604
4,0.350184,0.636204
5,-0.334485,-0.0811072
6,0.157013,0.347888
7,0.254844,-0.0729242
8,-0.0166508,0.262707
9,-0.103699,-0.102427
10,0.130185,0.0817303
11,0.172859,-0.24594
12,0.26046,-0.345018
13,-0.284788,0.167839
14,0.416343,-0.06791
15,0.0339081,0.0987712
16,0.0483735,-0.261138
17,-0.0814325,0.269826
18,-0.0959594,0.55482
19,-0.0400086,0.0174246
20,-0.0381209,-0.048686
0,-0.917049,0.357877
1,0.309057,0.0408467
2,0.248354,0.0853144
3,0.219611,0.0574148
4,0.328116,0.60699
5,-0.342605,-0.0829066
6,0.153101,0.361425
7,0.271065,-0.0939753
8,-0.0325241,0.255044
9,-0.107748,-0.0974675
10,0.119006,0.0750857
11,0.159856,-0.210191
12,0.263661,-0.351157
13,-0.291235,0.166368
14,0.39553,-0.0975594
15,0.041547,0.102301
16,0.0506729,-0.260873
17,-0.139919,0.186362
18,-0.100517,0.548113
19,-0.0901779,-0.0319718
20,-0.0466715,-0.054542
0,-0.594926,0.512929
1,0.307574,0.00632837
2,0.243698,0.0450301
3,0.210939,0.0503126
4,0.339866,0.587698
5,-0.338102,-0.0831731
6,0.150822,0.339994
7,0.258079,-0.072382
8,-0.0320076,0.249795
9,-0.110399,-0.108733
10,0.0386282,0.0742862
11,0.130188,-0.212901
12,0.314483,-0.31493
13,-0.292472,0.159409
14,-0.120142,0.317665
15,0.0476273,0.0805006
16,0.108022,0.122309
17,-0.13019,0.192454
18,-0.107314,0.542969
19,-0.0905455,-0.042138
20,-0.038029,-0.0582897
0,0.0830279,0.447869
1,0.169037,-0.0519798
2,0.21147,0.0768705
3,0.211716,0.0521286
4,0.309836,0.561944
5,-0.336212,-0.0825298
6,0.162369,0.355907
7,0.254861,-0.0595323
8,-0.0304581,0.254545
9,-0.107589,-0.102974
10,0.0242511,0.085127
11,0.135313,-0.243219
12,0.275493,-0.366615
13,-0.282725,0.167247
14,-0.177101,-0.162271
15,0.0384279,0.0754965
16,-0.302552,-0.230108
17,-0.137011,0.179659
18,-0.0991163,0.54073
19,-0.0853438,-0.04106
20,-0.0481686,-0.0497134
0,-0.277912,0.277528
1,0.261275,-0.00263023
2,0.256928,0.0693584
3,0.223949,0.0654866
4,0.309079,0.525124
5,-0.335091,-0.0757842
6,0.158248,0.362373
7,0.285356,-0.0612894
8,-0.0302615,0.252104
9,-0.10451,-0.0728617
10,0.02878,0.0803554
11,0.113742,-0.232695
12,0.271317,-0.324561
13,-0.289114,0.170456
14,-0.182738,-0.159641
15,0.0485831,0.0830022
16,0.148991,0.574918
17,-0.143235,0.186802
18,-0.10127,0.546866
19,-0.090959,-0.0276303
20,-0.0485463,-0.0460043
0,-0.0743413,0.128979
1,0.247797,-0.0125556
2,0.244378,0.0919828
3,0.20171,0.0639555
4,0.342486,0.535024
5,-0.335762,-0.0787324
6,0.144073,0.35397
7,0.274871,-0.0444015
8,-0.0754386,-0.0726889
9,-0.0757309,0.23757
10,0.0291219,0.0785762
11,0.140421,-0.23404
12,0.280093,-0.337986
13,-0.290372,0.166129
14,-0.185309,-0.161372
15,0.0646898,0.0754901
16,0.142215,0.569937
17,-0.135019,0.19018
18,-0.104696,0.543823
19,-0.0909278,-0.0301696
20,-0.0485619,-0.0504579
0,0.0339265,0.0149589
1,0.332349,-0.0389995
2,0.277715,0.0571428
3,0.201122,0.0540466
4,0.314094,0.549395
5,-0.33517,-0.0818222
6,0.128115,0.35671
7,0.266177,-0.0530311
8,-0.0748753,-0.0832632
9,-0.0744691,0.234446
10,0.0291366,0.073437
11,0.12912,-0.211158
12,0.235168,-0.339655
13,-0.291392,0.15881
14,-0.188009,-0.16122
15,0.0383397,0.0693722
16,0.148352,0.571533
17,-0.123332,0.175318
18,-0.103913,0.53186
19,-0.0913175,-0.0367277
20,-0.0493256,-0.0607582
0,-0.0642431,-0.239867
1,0.374644,-0.131659
2,0.286045,0.078249
3,0.212948,0.0481842
4,0.334639,0.583329
5,-0.328059,-0.0881156
6,0.116311,0.337061
7,0.278502,-0.0817505
8,-0.0687206,-0.0813314
9,-0.0734196,0.234337
10,0.026556,0.071599
11,0.0755802,-0.192613
12,0.272099,-0.370324
13,-0.289552,0.156531
14,-0.18682,-0.154895
15,0.04855,0.0756261
16,0.144202,0.575731
17,-0.128938,0.165668
18,-0.100163,0.530819
19,-0.0862482,-0.0357103
20,-0.0572274,-0.0615706
0,-0.14095,0.135229
1,0.43679,-0.0786791
2,0.282769,0.0958611
3,0.204011,0.0574663
4,0.375234,0.605682
5,-0.332551,-0.0839488
6,0.121138,0.320118
7,0.257109,-0.0447232
8,-0.0756436,-0.0826033
9,-0.0767078,0.241717
10,0.0224498,0.119072
11,0.105794,-0.20076
12,0.293349,-0.347772
13,-0.300047,-0.173412
14,-0.183979,-0.156145
15,0.031265,0.0867067
16,0.133695,0.576949
17,-0.15395,0.163442
18,-0.106337,0.538355
19,-0.0896669,-0.0364998
20,-0.0594404,-0.0530899
0,-0.213062,-0.0371909
1,0.350448,0.0251958
2,0.293147,0.10291
3,0.199482,0.0578155
4,0.355777,0.635149
5,-0.335964,-0.0749608
6,-0.269751,0.120318
7,0.273057,-0.0610707
8,-0.0768751,-0.0762786
9,-0.0810557,0.246713
10,-0.0101055,0.347222
11,0.125878,-0.205766
12,0.287154,-0.359498
13,0.322179,-0.0695808
14,-0.187754,-0.147032
15,0.0369722,0.0961589
16,0.137566,0.585404
17,-0.184478,0.188454
18,-0.105245,0.54489
19,-0.0933586,-0.0251251
20,-0.0631192,-0.0491069
0,-0.2447,-0.0526267
1,0.358513,0.0612637
2,0.2876,0.06294
3,0.202811,0.0528666
4,-0.340232,0.198747
5,-0.331121,-0.0757199
6,-0.559808,0.149558
7,0.252324,-0.0519283
8,-0.0743211,-0.071985
9,-0.0750471,0.242114
10,-0.228979,0.240634
11,0.136344,-0.183406
12,0.274265,-0.358348
13,0.387962,1.22424
14,-0.189989,-0.150324
15,0.0305813,0.0855823
16,0.138259,0.572604
17,-0.171028,0.172456
18,-0.10465,0.545398
19,-0.0958335,-0.0318918
20,-0.0663201,-0.0539667
0,-0.326208,-0.150427
1,0.365443,0.0441203
2,0.28058,0.0805539
3,0.203063,0.053305
4,-0.0287947,-0.127742
5,-0.327722,-0.0863345
6,-0.558587,0.143108
7,0.249176,-0.0530476
8,-0.0713564,-0.0857427
9,-0.077546,0.234276
10,-0.318506,0.21817
11,0.166506,-0.169036
12,0.282342,-0.36702
13,0.14363,0.623121
14,-0.193786,-0.158055
15,0.0285337,0.0800981
16,0.135489,0.558099
17,-0.17842,0.135451
18,-0.107174,0.533371
19,-0.0925471,-0.0353391
20,-0.0603594,-0.0656842
0,-0.35868,-0.216919
1,0.419334,0.137439
2,0.269648,0.0525073
3,0.206064,0.0405664
4,0.129772,-0.273877
5,-0.331534,-0.0859118
6,0.178606,0.328974
7,0.245103,-0.0558709
8,-0.0673439,-0.0824489
9,-0.0774789,0.233089
10,0.545968,0.0207441
11,0.128497,-0.185105
12,0.292397,-0.359864
13,0.320359,0.165846
14,-0.194005,-0.156676
15,0.0147172,0.070941
16,-0.172496,0.336497
17,-0.178426,0.145907
18,-0.103664,0.529008
19,-0.0920472,-0.0435064
20,-0.059547,-0.06875
0,-0.313702,-0.0862445
1,0.353415,0.0459491
2,0.298838,0.0749957
3,0.199561,0.0446699
4,0.102593,0.165245
5,-0.324267,-0.080598
6,-0.561793,0.144806
7,0.234328,-0.0446974
8,-0.173727,0.175546
9,-0.0782076,0.243264
10,0.544446,0.032809
11,0.161336,-0.209925
12,0.290289,-0.343833
13,0.358304,0.204783
14,-0.200409,-0.149725
15,0.00883178,0.0748698
16,-0.585607,0.244117
17,-0.167629,0.164438
18,-0.109697,0.536366
19,-0.099131,-0.0317935
20,-0.0604724,-0.0536597
0,-0.26247,-0.0364704
1,0.336639,0.101743
2,0.293401,0.0521231
3,0.212115,0.0603934
4,0.261451,-0.020632
5,-0.331389,-0.0716762
6,-0.560516,0.150046
7,0.250907,-0.0648166
8,-0.0472753,0.130997
9,-0.0797433,0.247275
10,-0.322815,0.220223
11,0.163747,-0.19298
12,0.0809693,-0.0564425
13,0.334536,0.218333
14,-0.199436,-0.141564
15,0.000369446,0.0808186
16,-0.553358,0.276592
17,-0.184144,0.152043
18,-0.108714,0.543067
19,-0.0992688,-0.027623
20,-0.0726448,-0.0535016
0,-0.104822,0.16592
1,0.28612,0.145584
2,0.272511,0.0360513
3,0.203113,0.0483285
4,0.499941,0.133219
5,-0.330603,-0.0763338
6,-0.562332,0.149543
7,0.234383,-0.0551191
8,0.279475,-0.282417
9,-0.0737844,0.24568
10,-0.325888,0.223145
11,0.170792,-0.23153
12,-0.24576,0.323217
13,0.367836,0.212797
14,-0.196043,-0.143597
15,0.0120961,0.0762051
16,-0.475808,0.196883
17,-0.229135,0.134556
18,-0.106956,0.54079
19,-0.0985189,-0.0269668
20,-0.0519071,-0.0474968
0,0.0919736,0.228211
1,0.216911,0.16573
2,0.289265,0.0268538
3,0.208237,0.0397743
4,0.536804,0.101307
5,-0.325035,-0.0867444
6,-0.557553,0.138255
7,0.22554,-0.0635612
8,0.278304,-0.300468
9,-0.0815612,0.231097
10,-0.322552,0.215918
11,0.15187,-0.202652
12,-0.245368,0.305352
13,0.359565,0.168942
14,-0.196834,-0.155261
15,-0.00119656,0.0593916
16,-0.455405,0.248492
17,-0.235381,0.157928
18,-0.110882,0.526611
19,-0.0978875,-0.0365825
20,-0.0612986,-0.0780542
0,0.0565105,0.0488128
1,0.158514,0.0962673
2,0.277062,0.0400325
3,0.209101,0.0412658
4,0.541795,0.127823
5,-0.329742,-0.0895327
6,-0.559867,0.138866
7,0.21329,-0.0606093
8,0.27971,-0.294823
9,-0.0831547,0.233126
10,-0.328189,0.210217
11,0.123261,-0.227115
12,-0.246293,0.304747
13,0.360394,0.15223
14,-0.203024,-0.158566
15,0.00790908,0.0579111
16,-0.431897,0.266299
17,-0.204356,0.17815
18,-0.106331,0.520937
19,-0.102699,-0.0462239
20,-0.053917,-0.0755287
0,-0.0172298,-0.10125
1,0.330547,0.074742
2,0.266091,0.0282102
3,0.209643,0.0479802
4,0.510298,0.135614
5,-0.331386,-0.0804344
6,-0.561074,0.145363
7,0.222278,-0.0563451
8,0.276879,-0.283861
9,-0.082391,0.247543
10,-0.328165,0.220629
11,0.113089,-0.247606
12,-0.24882,0.308432
13,0.361074,0.153546
14,-0.198378,-0.143246
15,0.0128148,0.0627819
16,-0.408899,0.265464
17,-0.183725,0.195961
18,-0.114897,0.536469
19,-0.101844,-0.0320416
20,-0.0586325,-0.0575784
0,-0.295877,-0.044804
1,0.313753,0.008852
2,0.271017,0.0571465
3,0.204149,0.0525394
4,0.507081,0.152364
5,-0.331261,-0.0763154
6,-0.562124,0.146087
7,0.215483,-0.0606259
8,0.27781,-0.278329
9,-0.0799124,0.247724
10,-0.326142,0.223202
11,0.0947748,-0.233215
12,-0.240847,0.318161
13,0.521097,2.38247
14,-0.201113,-0.138792
15,0.00633204,0.0756041
16,-0.0333237,0.920527
17,-0.186248,0.215176
18,-0.110052,0.53954
19,-0.107312,-0.0272664
20,-0.0600827,-0.06959
0,-0.304847,-0.13434
1,0.267512,0.0868198
2,0.271046,0.0453371
3,0.207287,0.050808
4,0.527783,0.16374
5,-0.325853,-0.0784126
6,-0.55556,0.142768
7,0.213233,-0.0650133
8,0.281032,-0.290763
9,-0.0783051,0.238331
10,-0.326234,0.216106
11,0.0803628,-0.220896
12,-0.23849,0.29863
13,0.361474,0.134394
14,-0.204752,-0.146332
15,0.00846601,0.0672842
16,-0.39773,0.168125
17,-0.195535,0.186153
18,-0.108997,0.534267
19,-0.09997,-0.0311787
20,-0.0524062,-0.0561135
0,-0.179282,-0.170213
1,0.164372,-0.0921813
2,0.265711,0.0332906
3,0.210704,0.047676
4,0.504787,0.141163
5,-0.331992,-0.0856931
6,-0.558633,0.137581
7,0.199889,-0.0746906
8,0.273937,-0.292281
9,-0.0888821,0.232552
10,-0.3283,0.214564
11,0.116714,-0.208366
12,-0.248827,0.291432
13,0.349896,0.114653
14,-0.206129,-0.15484
15,0.00548287,0.0728608
16,-0.441118,0.158604
17,-0.230882,0.18998
18,-0.114654,0.522691
19,-0.107589,-0.0381926
20,-0.0655013,-0.0759165
0,-0.230082,-0.0947197
1,0.236523,-0.0288113
2,0.245838,0.0310151
3,0.206686,0.0429587
4,0.479997,0.129973
5,-0.329333,-0.0868327
6,-0.556727,0.137132
7,0.206412,-0.0786479
8,0.273812,-0.292237
9,-0.0862289,0.227354
10,-0.328776,0.210753
11,0.0654158,-0.21008
12,-0.253516,0.27857
13,0.346581,0.127505
14,-0.203664,-0.158683
15,0.00406574,0.091811
16,-0.515765,0.169989
17,-0.215155,0.206835
18,-0.114132,0.519518
19,-0.10287,-0.0407052
20,-0.0650372,-0.0677262
0,0.0163944,0.125185
1,0.264806,-0.0333678
2,0.249642,0.0266773
3,0.207347,0.0548866
4,0.454615,0.114208
5,-0.32632,-0.0855295
6,-0.553294,0.137074
7,0.211356,-0.0794952
8,0.278116,-0.285262
9,-0.0851132,0.23882
10,-0.323517,0.212487
11,0.104798,-0.229417
12,-0.23552,0.324109
13,0.342351,0.0981844
14,-0.209077,-0.156255
15,0.00485978,0.0867215
16,-0.431566,0.143095
17,-0.197202,0.229663
18,-0.110924,0.524784
19,-0.0997531,-0.046984
20,-0.0551494,-0.0583908
0,-0.219993,0.203076
1,-0.355129,0.118175
2,0.234688,0.00671987
3,0.195685,0.0530982
4,0.491567,0.130642
5,-0.333301,-0.0773502
6,0.0763724,-0.000786681
7,0.208948,-0.0756096
8,0.273405,-0.275099
9,-0.0878748,0.245845
10,-0.32748,0.216405
11,0.113938,-0.206086
12,-0.264711,0.306559
13,0.156355,-0.399281
14,-0.20157,-0.148289
15,-0.0115153,0.0939826
16,-0.371571,0.117693
17,-0.173214,0.198159
18,-0.110174,0.537075
19,-0.107155,-0.0311447
20,-0.0622222,-0.039334
0,-0.157322,0.164712
1,-0.494008,0.151079
2,0.236835,0.0267471
3,0.201429,0.0701148
4,0.490189,0.126075
5,-0.332218,-0.0732716
6,-0.53173,0.178507
7,0.222925,-0.0817854
8,0.263621,-0.277996
9,-0.0902716,0.24264
10,-0.331444,0.219227
11,0.117157,-0.184002
12,-0.253604,0.31143
13,0.130054,-0.46681
14,-0.204849,-0.147425
15,-0.00763705,0.108834
16,-0.422628,0.151282
17,-0.19671,0.188241
18,-0.120535,0.536314
19,-0.115644,-0.0331435
20,-0.0741658,-0.0461091
0,-0.122647,0.316786
1,-0.494879,0.163247
2,0.239662,-0.00310996
3,0.199106,0.0541735
4,0.501665,0.0903396
5,-0.330349,-0.085978
6,0.178736,-0.100046
7,0.20725,-0.0911594
8,0.274126,-0.286712
9,-0.109433,0.131493
10,-0.326509,0.20904
11,0.16197,-0.18655
12,-0.258682,0.303265
13,0.14637,-0.475343
14,-0.200335,-0.160555
15,-0.0178124,0.0972157
16,-0.423019,0.0272361
17,-0.16371,0.202162
18,-0.111253,0.521071
19,-0.106598,-0.0424679
20,-0.0645087,-0.0593944
0,-0.131769,0.196472
1,-0.487579,0.162233
2,-0.137846,0.0736613
3,0.201534,0.0484351
4,0.514789,0.093808
5,-0.323927,-0.0913983
6,0.195325,-0.0540972
7,0.200986,-0.0952711
8,0.269613,-0.291026
9,-0.150123,-0.247429
10,-0.323197,0.202151
11,0.127771,-0.195087
12,-0.260357,0.293954
13,0.142082,-0.483783
14,-0.198497,-0.162233
15,-0.00279014,0.0808508
16,-0.441872,0.0130832
17,-0.17286,0.190689
18,-0.114314,0.513486
19,-0.0927502,-0.0519733
20,-0.0695073,-0.0620669
0,-0.894937,0.317481
1,-0.485283,0.170655
2,0.0471126,-0.218874
3,0.19919,0.0562247
4,0.502441,0.115399
5,-0.327835,-0.0867748
6,0.210762,-0.0125262
7,0.208978,-0.0936444
8,0.270643,-0.282191
9,-0.158858,-0.256362
10,-0.328594,0.209838
11,0.112403,-0.207952
12,-0.271354,0.313003
13,0.145494,-0.462759
14,-0.200776,-0.156149
15,-0.0018748,0.0843816
16,-0.474505,-0.0254017
17,-0.173269,0.208647
18,-0.11138,0.523132
19,-0.106913,-0.0453895
20,-0.0853347,-0.0488698
0,-0.907805,0.306811
1,-0.308337,0.148889
2,0.0270302,-0.231042
3,0.189377,0.0600543
4,0.50349,0.148843
5,-0.330803,-0.0797902
6,0.167052,-0.0303993
7,0.131236,-0.0791202
8,0.26644,-0.276849
9,-0.157123,-0.245742
10,-0.328974,0.214893
11,0.160343,-0.217219
12,-0.27278,0.313036
13,0.146477,-0.459142
14,-0.339043,-0.12331
15,-0.00857813,0.082505
16,-0.503307,-0.0269126
17,-0.163529,0.215977
18,-1.07224,0.153952
19,-0.110576,-0.039301
20,-0.072291,-0.0484084
0,-0.931878,0.308469
1,-0.201683,0.146609
2,0.0512004,-0.152215
3,0.190327,0.0688355
4,0.510148,0.161985
5,-0.332608,-0.0765553
6,0.205616,0.00920122
7,-0.129402,-0.0777785
8,0.269038,-0.277509
9,-0.160896,-0.23903
10,-0.324397,0.213514
11,0.124946,-0.261625
12,-0.259277,0.311011
13,0.163461,-0.469137
14,-0.4642,-0.0920894
15,-0.00375695,0.0900602
16,-0.533022,-0.0189281
17,-0.170912,0.188807
18,-1.04534,0.173621
19,-0.118454,-0.0332299
20,-0.0811044,-0.0416059
0,-0.935563,0.302096
1,-0.166616,0.117592
2,0.0115466,-0.250179
3,0.187906,0.0580526
4,0.48818,0.119478
5,-0.329643,-0.0799997
6,0.219883,-0.0132945
7,-0.121671,-0.067524
8,0.224216,-0.218293
9,-0.140042,-0.23095
10,-0.323594,0.205833
11,0.144404,-0.198736
12,-0.248627,0.299825
13,0.147028,-0.475876
14,-0.421462,-0.147666
15,-0.0172188,0.0952297
16,-0.554172,0.0227843
17,-0.158109,0.173956
18,-0.115328,0.520919
19,-0.108189,-0.0432068
20,-0.0813856,-0.0603869
0,-0.595235,0.226781
1,-0.178407,0.125694
2,0.0603833,-0.149219
3,0.186278,0.0507005
4,0.478894,0.130179
5,-0.335225,-0.0953216
6,0.196089,-0.00649563
7,-0.117381,-0.0926574
8,-0.0745876,0.0961497
9,-0.178795,-0.268512
10,-0.326109,0.201649
11,0.102443,-0.230464
12,-0.254759,0.303324
13,0.150414,-0.472409
14,-0.207355,0.0554996
15,0.00398487,0.0869163
16,-0.510005,0.0708527
17,-0.21456,0.163582
18,-0.113899,0.508174
19,-0.106454,-0.0509468
20,-0.0947987,-0.0632598
0,1.0828,0.172154
1,-0.167813,0.121618
2,-0.312331,-0.075718
3,0.185657,0.0547791
4,0.480346,0.146356
5,-0.336063,-0.0874475
6,0.126033,0.0577512
7,-0.0299306,-0.191836
8,-0.0613436,0.0578063
9,-0.169448,-0.234578
10,-0.324839,0.202414
11,0.106402,-0.25282
12,-0.245875,0.304041
13,0.0857114,-0.311198
14,-0.265775,0.19822
15,0.0101993,0.0966992
16,-0.220327,0.100453
17,-0.440919,0.151094
18,-0.120778,0.513987
19,-0.110543,-0.0494561
20,-0.0898057,-0.0642817
0,1.19808,0.155776
1,-0.117456,0.197247
2,-0.317439,-0.134579
3,0.177242,0.0615734
4,0.485582,0.137445
5,-0.331987,-0.0785201
6,0.201581,0.0430928
7,0.0376173,-0.3097
8,-0.0774265,0.118269
9,-0.1757,-0.228924
10,-0.323815,0.208656
11,0.101726,-0.241325
12,-0.222918,0.145988
13,0.0360109,-0.18383
14,-0.098098,-0.447074
15,0.00699006,0.101711
16,-0.255921,-0.475659
17,-0.287255,-0.61349
18,-0.108219,0.512829
19,-0.107355,-0.0415581
20,-0.0875302,-0.0547883
0,1.18323,0.128189
1,-0.142759,0.222316
2,-0.749604,0.141336
3,0.188254,0.0630549
4,0.468147,0.115765
5,-0.334315,-0.076581
6,0.217519,-0.00461532
7,0.0298718,-0.292316
8,-0.0678898,0.156805
9,-0.169801,-0.22598
10,-0.32468,0.210588
11,0.124922,-0.224574
12,-0.176441,-0.681982
13,0.0386944,-0.178887
14,-0.0991677,-0.466504
15,0.00717203,0.113583
16,-0.260025,-0.633473
17,-0.406948,-0.0441681
18,-0.118897,0.520174
19,-0.110139,-0.0345744
20,-0.084536,-0.0508218
0,1.17183,0.106588
1,-0.177988,0.229016
2,-0.747014,0.135223
3,0.185372,0.0528519
4,-0.347494,0.152024
5,-0.337485,-0.0847327
6,0.21832,-0.00167078
7,0.0336471,-0.297759
8,-0.0702324,0.121937
9,-0.178474,-0.231641
10,-0.323579,0.202195
11,0.102298,-0.206709
12,-0.18187,-0.705035
13,0.0331325,-0.185201
14,-0.0855019,-0.466417
15,0.00739259,0.106535
16,-0.25125,-0.646306
17,-0.407279,-0.368692
18,-0.112645,0.513186
19,-0.104463,-0.0377009
20,-0.0865147,-0.0631918
0,1.13516,0.0636513
1,-0.22706,0.186502
2,-0.568077,0.0385492
3,0.184594,0.0437959
4,0.270879,0.174514
5,-0.335828,-0.0934312
6,0.215937,-0.00379371
7,0.0334744,-0.296172
8,-0.0907624,0.0775671
9,-0.153531,-0.22545
10,-0.32605,0.194896
11,0.0646843,-0.207733
12,-0.185442,-0.704318
13,0.02878,-0.183661
14,-0.081461,-0.46277
15,0.00778777,0.0927668
16,-0.250538,-0.651188
17,-0.406196,-0.37346
18,-0.119897,0.507791
19,-0.10573,-0.0520671
20,-0.0891973,-0.0692978
0,0.433862,-0.131008
1,-0.234346,0.168995
2,-0.377269,0.458207
3,0.184394,0.0510947
4,-0.350935,0.494852
5,-0.333557,-0.088917
6,0.221482,0.0183308
7,0.0198729,-0.291046
8,-0.069602,0.0569369
9,-0.176385,-0.251826
10,-0.325971,0.200089
11,0.0908451,-0.224736
12,0.0563966,-0.339993
13,0.0254054,-0.183144
14,-0.090778,-0.470847
15,0.0112764,0.0961515
16,-0.256006,-0.651971
17,-0.406306,-0.368005
18,-0.111171,0.510611
19,-0.107543,-0.0514384
20,-0.0821539,-0.0630594
0,0.206303,0.102362
1,-0.226386,0.175696
2,-0.223197,0.240109
3,0.178731,0.051512
4,-0.36381,0.482673
5,-0.339594,-0.081631
6,0.254627,0.057617
7,-0.00652872,-0.275563
8,-0.0855515,0.0634859
9,-0.170592,-0.224535
10,-0.323613,0.205905
11,0.0994471,-0.204198
12,-0.197227,0.333494
13,0.0276919,-0.178349
14,-0.0897698,-0.443598
15,-0.00357131,0.111596
16,-0.243656,-0.642248
17,-0.401847,-0.366318
18,-0.098089,-0.475019
19,-0.109065,-0.0380823
20,-0.0813783,-0.0494469
0,0.211798,-0.0952821
1,-0.280569,0.254041
2,-0.615943,0.169026
3,0.180532,0.046314
4,-0.333288,0.511791
5,-0.338927,-0.0761693
6,0.299716,0.0665131
7,0.00442232,-0.306381
8,-0.05663,0.0789033
9,-0.181939,-0.214337
10,-0.32387,0.206226
11,0.115677,-0.174573
12,-0.192022,0.403295
13,0.0336251,-0.180372
14,-0.0951663,-0.437121
15,0.00259715,0.116323
16,-0.239926,-0.646786
17,-0.403656,-0.364906
18,-0.0960323,-0.570548
19,-0.108505,-0.0364318
20,-0.0742127,-0.0546118
0,0.0094852,-0.212012
1,-0.0640134,0.0760875
2,-0.455115,0.384805
3,0.185771,0.0444732
4,-0.333102,0.523586
5,-0.339438,-0.0849771
6,0.252361,-0.0128424
7,-0.0167078,-0.296922
8,0.146948,0.136908
9,-0.189717,-0.22799
10,-0.325592,0.197725
11,0.135,-0.181832
12,-0.194648,0.391811
13,0.0226704,-0.177387
14,-0.088474,-0.448594
15,-0.00320738,0.0934211
16,-0.241074,-0.654171
17,-0.428586,-0.360884
18,-0.100325,-0.582862
19,-0.108269,-0.0408376
20,-0.0731034,-0.0626569
0,-0.0111854,-0.182153
1,0.663922,-0.232258
2,0.0187296,-0.136908
3,0.181701,0.044283
4,-0.366946,0.505959
5,-0.338162,-0.089007
6,0.223835,-0.00768668
7,-0.0145242,-0.302207
8,-0.017329,-0.217622
9,-0.282851,-0.271964
10,-0.325375,0.197685
11,0.0769752,-0.180479
12,0.12168,0.365358
13,0.0235048,-0.183782
14,-0.0887975,-0.483953
15,0.000246297,0.0828358
16,-0.24287,-0.651239
17,-0.339212,-0.300424
18,-0.093337,-0.581578
19,-0.10871,-0.0525716
20,-0.0688585,-0.0740895
0,-0.00112212,-0.162486
1,0.660174,-0.237186
2,0.0593154,-0.230123
3,0.18253,0.0376329
4,-0.377905,0.519406
5,-0.335094,-0.0915215
6,0.246211,-0.0150591
7,-0.0109878,-0.322523
8,0.428447,-0.0780505
9,-0.379329,-0.352244
10,-0.327112,0.19737
11,0.109918,-0.221004
12,0.476484,0.285591
13,0.0235967,-0.183431
14,-0.0853935,-0.477422
15,0.000132339,0.0629528
16,-0.237225,-0.647109
17,-0.256074,-0.240287
18,-0.0916814,-0.575738
19,-0.102324,-0.0553305
20,-0.0374951,-0.1313
0,0.011053,-0.156412
1,0.655255,-0.226726
2,0.113372,-0.224368
3,0.186592,0.0424578
4,-0.386942,0.519048
5,-0.33611,-0.0809206
6,0.210003,-0.0192939
7,-0.014697,-0.30778
8,0.0255065,-0.0948612
9,-0.372495,-0.369771
10,-0.326954,0.200622
11,0.157632,-0.19724
12,-0.175072,-0.275518
13,0.0145683,-0.171329
14,-0.0722763,-0.481754
15,0.00336177,0.0769826
16,-0.233951,-0.630675
